questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
3,3,Língua Portuguesa,anotada,Anotada,0.6301,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,20. **Período Misto** (parte 1),"o narrador discorda da opinião geral dos amigos de leiva que o julgam perfeitamente hipócrita r 60 e considera que tal julgamento advém do meio pobre e humilde que leiva frequenta
narrador discorda opinião geral amigos leiva julgam perfeitamente hipócrita considera contexto saltando para outro aventurando-me travessas
**Contexto:** , saltando de um para outro, 1 aventurando-me por travessas afastadas, para buscar o veículo em outros bairros. Da Tijuca ia ao Andaraí e daí à Vila Isabel; e assim, passando de um bairro para outro, procurando 4 travessas despovoadas e sem calça","O narrador discorda da opinião geral dos amigos de Leiva, que o julgam “perfeitamente hipócrita” (R.60), e considera que tal julgamento advém do meio pobre e humilde que Leiva frequenta."
3,4,Língua Portuguesa,anotada,Anotada,0.6352,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"nos trechos eu gostava de notar a adoração pela violência que as suas almas pacíficas tinham r 34 e 35 e era um grupo de protestantes detestando a política r 48 e 49 o narrador alude a uma ambivalência no comportamento de leiva e de seus amigos
trechos gostava notar adoração pela violência suas almas pacíficas tinham contexto saltando para outro aventurando-me travessas
**Contexto:** , saltando de um para outro, 1 aventurando-me por travessas afastadas, para buscar o veículo em outros bairros. Da Tijuca ia ao Andaraí e daí à Vila Isabel; e assim, passando de um bairro para outro, procurando 4 travessas despovoadas e sem calça","Nos trechos “Eu gostava de notar a adoração pela violência que as suas almas pacíficas tinham” (R. 34 e 35) e “Era um grupo de protestantes, detestando a política” (R. 48 e 49), o narrador alude a uma ambivalência no comportamento de Leiva e de seus amigos."
4,1,Língua Portuguesa,anotada,Anotada,0.6208,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,Questões de Autoavaliação,"no creio que lhes não faltava inteligência sinceridade também o que não encontravam era uma soma de necessidades a que viessem responder e sobre as quais apoiassem as suas furiosas declamações r 38 a 41 as negações enfatizam a sequência de características depreciativas atribuídas ao grupo de leiva para o que contribui o emprego do adjetivo furiosas e do modo subjuntivo que destaca a inconsistência de suas ações
creio lhes faltava inteligência sinceridade também encontravam soma necessidades viessem contexto ambivalência comportamento leiva seus amigos
**Contexto:** ma ambivalência no comportamento de Leiva e de seus amigos.","No período “Creio que lhes não faltava inteligência, sinceridade também; o que não encontravam era uma soma de necessidades a que viessem responder e sobre as quais apoiassem as suas furiosas declamações” (R. 38 a 41), as negações enfatizam a sequência de características depreciativas atribuídas ao grupo de Leiva, para o que contribui o emprego do adjetivo “furiosas” e do modo subjuntivo, que destaca a inconsistência de suas ações."
4,2,Língua Portuguesa,anotada,Anotada,0.5711,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,**ALTA PRIORIDADE:**,"a conjunção embora r 37 pode ser substituída por posto que mantendo-se o sentido e a correção gramatical do
conjunção embora pode substituída posto mantendo-se sentido correção gramatical contexto ambivalência comportamento leiva seus amigos
**Contexto:** ma ambivalência no comportamento de Leiva e de seus amigos.","A conjunção “Embora” (R.37) pode ser substituída por Posto que, mantendo-se o sentido e a correção gramatical do texto."
4,3,Língua Portuguesa,anotada,Anotada,0.6144,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,**ALTA PRIORIDADE:**,"o tom memorialista do primeiro manifesta-se pelo uso predominante de formas verbais que denotam o início de determinadas ações das quais são exemplos jantava e almoçava ambas na linha 10 e vivia r 20
memorialista primeiro manifesta-se pelo predominante formas verbais denotam início determinadas contexto ambivalência comportamento leiva seus amigos
**Contexto:** ma ambivalência no comportamento de Leiva e de seus amigos.","O tom memorialista do primeiro parágrafo manifesta-se pelo uso predominante de formas verbais que denotam o início de determinadas ações, das quais são exemplos “Jantava” e “almoçava”, ambas na linha 10, e “Vivia” (R.20)."
4,4,Língua Portuguesa,anotada,Anotada,0.6035,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Metáfora,"da leitura do como revolucionário dos varredores de rua r 16 a 20 é correto inferir que além de formidáveis folhetos de capa vermelha o senhor teixeira mendes lia prédicas e brochuras
leitura como revolucionário varredores correto inferir além formidáveis folhetos capa contexto ambivalência comportamento leiva seus amigos
**Contexto:** ma ambivalência no comportamento de Leiva e de seus amigos.","Da leitura do período “Como revolucionário, (...) dos Varredores de Rua” (R. 16 a 20), é correto inferir que, além de “formidáveis folhetos de capa vermelha”, o senhor Teixeira Mendes lia “prédicas e brochuras”."
5,1,Língua Portuguesa,anotada,Anotada,0.5257,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,24. **Análise Sintática de Textos Literários**,"antonio candido afirma que sousa caldas em carta marítima escreveu um poema satírico que mostrava avanços em relação ao seu tempo até mesmo pelo fato de o poeta fazer referência laudatória a um escritor como miguel de cervantes
antonio candido afirma sousa caldas carta marítima escreveu poema satírico contexto formalmente generis
**Contexto:** , a Carta Marítima é 1 formalmente um poema sui generis, que supera as divisões convencionais do discurso. Quanto à mensagem, tem elementos de uma alegre sátira ideologicamente avançada para 4 o acanhado meio português do tempo, na qual Sousa Cal","Antonio Candido afirma que Sousa Caldas, em Carta Marítima, escreveu um poema satírico que mostrava avanços em relação ao seu tempo, até mesmo pelo fato de o poeta fazer referência laudatória a um escritor como Miguel de Cervantes."
5,2,Língua Portuguesa,anotada,Anotada,0.5426,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,24. **Análise Sintática de Textos Literários**,"de acordo com antonio candido os autores românticos entre eles gonçalves de magalhães não fizeram referência à carta marítima apesar de sousa caldas ser um poeta conhecido naquele momento e de o poema conter aspectos modernizadores buscados pela poesia romântica
acordo antonio candido autores românticos entre eles gonçalves magalhães fizeram contexto carta marítima formalmente poema generis
**Contexto:** , a Carta Marítima é 1 formalmente um poema sui generis, que supera as divisões convencionais do discurso. Quanto à mensagem, tem elementos de uma alegre sátira ideologicamente avançada para 4 o acanhado meio português do tempo, na qual Sousa Cal","De acordo com Antonio Candido, os autores românticos, entre eles Gonçalves de Magalhães, não fizeram referência à Carta Marítima, apesar de Sousa Caldas ser um poeta conhecido naquele momento e de o poema conter aspectos modernizadores buscados pela poesia romântica."
5,3,Língua Portuguesa,anotada,Anotada,0.5279,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,24. **Análise Sintática de Textos Literários**,"segundo o sousa caldas em carta marítima repudiou os temas religiosos e preferiu salientar os mitos da antiguidade clássica que permitissem fazer uma sátira surpreendente no meio social do seu tempo
segundo sousa caldas carta marítima repudiou temas religiosos preferiu salientar contexto formalmente poema generis
**Contexto:** , a Carta Marítima é 1 formalmente um poema sui generis, que supera as divisões convencionais do discurso. Quanto à mensagem, tem elementos de uma alegre sátira ideologicamente avançada para 4 o acanhado meio português do tempo, na qual Sousa Cal","Segundo o texto, Sousa Caldas, em Carta Marítima, repudiou os temas religiosos e preferiu salientar os mitos da Antiguidade clássica que permitissem fazer uma sátira surpreendente no meio social do seu tempo."
5,4,Língua Portuguesa,anotada,Anotada,0.5794,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Exemplos Práticos,"conclui-se do que sousa caldas ao escrever a carta marítima prenunciou o romantismo brasileiro tendo criticado a exaustão literária r 37 e 38 da poesia de gonçalves de magalhães que no ano anterior havia publicado um volume pífio intitulado poesias
conclui-se sousa caldas escrever carta marítima prenunciou romantismo brasileiro tendo contexto formalmente poema generis
**Contexto:** , a Carta Marítima é 1 formalmente um poema sui generis, que supera as divisões convencionais do discurso. Quanto à mensagem, tem elementos de uma alegre sátira ideologicamente avançada para 4 o acanhado meio português do tempo, na qual Sousa Cal","Conclui-se do texto que Sousa Caldas, ao escrever a Carta Marítima, prenunciou o Romantismo brasileiro, tendo criticado a “exaustão literária” (R. 37 e 38) da poesia de Gonçalves de Magalhães, que, no ano anterior, havia publicado um volume pífio intitulado Poesias."
6,1,Língua Portuguesa,anotada,Anotada,0.5812,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,**MÉDIA PRIORIDADE:**,"a substituição do vocábulo encharcado r 37 por repleto preservaria o estilo original do embora acarretasse prejuízo ao teor metafórico da construção
substituição vocábulo encharcado repleto preservaria estilo original embora acarretasse prejuízo contexto anterior havia publicado volume pífio
**Contexto:** anterior, havia publicado um volume pífio intitulado Poesias.","A substituição do vocábulo “encharcado” (R.37) por repleto preservaria o estilo original do período, embora acarretasse prejuízo ao teor metafórico da construção."
6,2,Língua Portuguesa,anotada,Anotada,0.5700,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,**MÉDIA PRIORIDADE:**,"a substituição da conjunção embora r 29 pela conjunção conquanto prejudicaria o sentido original do
substituição conjunção embora pela conquanto prejudicaria sentido original contexto anterior havia publicado volume pífio
**Contexto:** anterior, havia publicado um volume pífio intitulado Poesias.",A substituição da conjunção “embora” (R.29) pela conjunção conquanto prejudicaria o sentido original do texto.
6,3,Língua Portuguesa,anotada,Anotada,0.5655,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,Orações Subordinadas Substantivas,"a substituição da oração relativa que não formula r 11 por embora não a formule manteria o sentido original do e sua correção gramatical desde que fossem mantidas as vírgulas que isolam referida oração
substituição oração relativa formula embora formule manteria sentido original correção contexto anterior havia publicado volume pífio
**Contexto:** anterior, havia publicado um volume pífio intitulado Poesias.","A substituição da oração relativa “que não formula” (R.11) por embora não a formule manteria o sentido original do texto e sua correção gramatical, desde que fossem mantidas as vírgulas que isolam referida oração."
6,4,Língua Portuguesa,anotada,Anotada,0.5967,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,**MÉDIA PRIORIDADE:**,"dados os sentidos do é correto afirmar que os sujeitos elípticos das formas verbais privilegia r 14 e reforça r 16 têm referentes distintos
dados sentidos correto afirmar sujeitos elípticos formas verbais privilegia reforça contexto anterior havia publicado volume pífio
**Contexto:** anterior, havia publicado um volume pífio intitulado Poesias.","Dados os sentidos do texto, é correto afirmar que os sujeitos elípticos das formas verbais “privilegia” (R.14) e “reforça” (R.16) têm referentes distintos."
7,1,Língua Portuguesa,anotada,Anotada,0.5188,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",7. Estrutura Textual,"com o emprego de construções como vistas as coisas de hoje r 43 e difícil imaginar os motivos r 48 e da forma verbal pensamos r 49 o confere um tom impessoal ao
emprego construções como vistas coisas hoje difícil imaginar motivos forma","Com o emprego de construções como “Vistas as coisas de hoje” (R.43) e “Difícil imaginar os motivos” (R.48) e da forma verbal “pensamos” (R.49), o autor confere um tom impessoal ao texto."
7,2,Língua Portuguesa,anotada,Anotada,0.6208,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Exemplos Ilustrativos,"os adjetivos pífio r 36 e encharcado r 37 e a expressão exaustão literária r 37 e 38 são empregados no em sentido conotativo
adjetivos pífio encharcado expressão exaustão literária empregados sentido conotativo","Os adjetivos “pífio” (R.36) e “encharcado” (R.37) e a expressão “exaustão literária” (R. 37 e 38) são empregados, no texto, em sentido conotativo."
7,3,Língua Portuguesa,anotada,Anotada,0.5411,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,🎭 **VI. ASPECTOS ESPECIAIS E COMPLEXOS**,"das informações originais do e de sua correção gramatical o trecho no rasto de magalhães sua brincadeira profilática r 63 a 66 poderia ser reescrito da seguinte forma os primeiros românticos também ignoraram a carta de sousa caldas assim como magalhães não perceberam a força subjacente em sua brincadeira preventiva e talvez eles mesmos a tenham lido às avessas
informações originais correção gramatical trecho rasto magalhães brincadeira profilática poderia","Sem prejuízo das informações originais do texto e de sua correção gramatical, o trecho “No rasto de Magalhães, (...) sua brincadeira profilática” (R. 63 a 66) poderia ser reescrito da seguinte forma: Os primeiros românticos também ignoraram a Carta de Sousa Caldas; assim como Magalhães, não perceberam a força subjacente em sua brincadeira preventiva, e talvez eles mesmos a tenham lido às avessas."
7,4,Língua Portuguesa,anotada,Anotada,0.4824,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,10. **Orações Subordinadas Substantivas** (parte 3),"a expressão a este respeito r 35 retoma a ideia defendida no anterior sousa caldas contribuiu a seu modo para as mudanças na poesia do romantismo embora não tenha proposto caminhos novos
expressão este respeito retoma ideia defendida anterior sousa caldas contribuiu","A expressão “a este respeito” (R.35) retoma a ideia defendida no parágrafo anterior: Sousa Caldas contribuiu a seu modo para as mudanças na poesia do Romantismo, embora não tenha proposto caminhos novos."
8,1,Língua Portuguesa,anotada,Anotada,0.6272,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"conforme o tanto o dr félix personagem de ressurreição quanto rubião personagem de quincas borba mantinham em seus negócios e investimentos condutas que seguiam princípios éticos e morais opostos aos de um homem de comércio como mauá que pertencia à ordem dominante
conforme tanto félix personagem ressurreição quanto rubião quincas borba mantinham contexto comércio marcada pela compra venda
**Contexto:** comércio, marcada pela compra 1 e venda de mercadorias ou na colocação de dinheiro, não representava, no Império, o padrão social dominante. Os comerciantes eram, em grande parte, estrangeiros; o ramo 4 mais saliente do comércio, o ligado ao escr","Conforme o texto, tanto o Dr. Félix, personagem de Ressurreição, quanto Rubião, personagem de Quincas Borba, mantinham, em seus negócios e investimentos, condutas que seguiam princípios éticos e morais opostos aos de um homem de comércio como Mauá, que pertencia à ordem dominante."
8,2,Língua Portuguesa,anotada,Anotada,0.6318,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,Classes Invariáveis,"conclui-se do que a maioria dos comerciantes no império não era formada por brasileiros bem como que o comércio mais lucrativo praticado na época estava associado à economia escravocrata
conclui-se maioria comerciantes império formada brasileiros como comércio mais lucrativo contexto marcada pela compra venda
**Contexto:** comércio, marcada pela compra 1 e venda de mercadorias ou na colocação de dinheiro, não representava, no Império, o padrão social dominante. Os comerciantes eram, em grande parte, estrangeiros; o ramo 4 mais saliente do comércio, o ligado ao escr","Conclui-se do texto que a maioria dos comerciantes, no Império, não era formada por brasileiros, bem como que o comércio mais lucrativo praticado na época estava associado à economia escravocrata."
8,3,Língua Portuguesa,anotada,Anotada,0.5916,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",1. Descontextualização: O Argumento Deslocado,"raymundo faoro argumenta que personagens de romances tais como palha e cotrim anteciparam em meados do século xix tendências econômicas e políticas que estariam plenamente consolidadas ao final do império brasileiro
raymundo faoro argumenta personagens romances tais como palha cotrim anteciparam contexto comércio marcada pela compra venda
**Contexto:** comércio, marcada pela compra 1 e venda de mercadorias ou na colocação de dinheiro, não representava, no Império, o padrão social dominante. Os comerciantes eram, em grande parte, estrangeiros; o ramo 4 mais saliente do comércio, o ligado ao escr","Raymundo Faoro argumenta que personagens de romances, tais como Palha e Cotrim, anteciparam, em meados do século XIX, tendências econômicas e políticas que estariam plenamente consolidadas ao final do Império brasileiro."
8,4,Língua Portuguesa,anotada,Anotada,0.5792,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"salienta-se no a importância da renda como atributo de grande reconhecimento social o que levou mauá a vivenciar uma luta vivaz r 50 isto é um dilema entre a utilização do capital para fins próprios e o investimento na economia nacional
salienta-se importância renda como atributo grande reconhecimento social levou mauá contexto comércio marcada pela compra venda
**Contexto:** comércio, marcada pela compra 1 e venda de mercadorias ou na colocação de dinheiro, não representava, no Império, o padrão social dominante. Os comerciantes eram, em grande parte, estrangeiros; o ramo 4 mais saliente do comércio, o ligado ao escr","Salienta-se, no texto, a importância da renda como atributo de grande reconhecimento social, o que levou Mauá a vivenciar ‘uma luta vivaz’ (R.50), isto é, um dilema, entre a utilização do capital para fins próprios e o investimento na economia nacional."
9,1,Língua Portuguesa,anotada,Anotada,0.5993,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"tendo o pronome oblíquo sentido possessivo em sem consultar-lhe as preferências r 63 tal trecho por sem consultar as suas preferências mantendo-se com isso a correção gramatical e o sentido do
tendo pronome oblíquo sentido possessivo consultar-lhe preferências trecho consultar suas contexto ital para fins próprios investimento
**Contexto:** ital para fins próprios e o investimento na economia nacional.","Tendo o pronome oblíquo sentido possessivo em “sem consultar-lhe as preferências” (R.63), tal trecho poderia ser substituído por sem consultar as suas preferências, mantendo-se, com isso, a correção gramatical e o sentido do texto."
