questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
3,3,Língua Portuguesa,anotada,Anotada,0.7245,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",**Exercício 3**,"conclui-se da leitura do v que a inclusão de temas como meio ambiente responsabilidade social e questões trabalhistas r 14 e 15 é de interesse do país que expediu o telegrama e que o embaixador deve modular o tratamento do assunto com a proposição de novos elementos
conclui-se leitura inclusão temas como meio ambiente responsabilidade social questões contexto ições apriorísticas condições espaço livre
**Contexto:** ições apriorísticas de condições. Espaço livre Nossos blocos econômicos concordaram em 1 inaugurar nova etapa negociadora do acordo comercial. O acordo deverá incluir compromissos ambiciosos de redução tarifária e medidas de superação dos entrave","Conclui-se da leitura do texto V que a inclusão de temas como “meio ambiente, responsabilidade social e questões trabalhistas” (R. 14 e 15) é de interesse do país que expediu o telegrama e que o embaixador deve modular o tratamento do assunto com a proposição de novos elementos."
3,4,Língua Portuguesa,anotada,Anotada,0.7335,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",**Exercício 3**,"o último do v poderia ser reformulado com a seguinte redação das informações nele veiculadas as modalidades de solução de litígios devem ser estabelecidas de maneira objetiva previsível e de forma a contemplar mecanismos de verificação e monitoramento permitindo também que companhias privadas façam uso de tais instrumentos
último poderia reformulado seguinte redação informações nele veiculadas modalidades solução contexto ições apriorísticas condições espaço livre
**Contexto:** ições apriorísticas de condições. Espaço livre Nossos blocos econômicos concordaram em 1 inaugurar nova etapa negociadora do acordo comercial. O acordo deverá incluir compromissos ambiciosos de redução tarifária e medidas de superação dos entrave","O último parágrafo do texto V poderia ser reformulado com a seguinte redação, sem prejuízo das informações nele veiculadas: As modalidades de solução de litígios devem ser estabelecidas de maneira objetiva, previsível e de forma a contemplar mecanismos de verificação e monitoramento, permitindo também que companhias privadas façam uso de tais instrumentos."
4,1,Língua Portuguesa,anotada,Anotada,0.5687,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,"C) Funções dos Pronomes **Oblíquos Tônicos** (mim, ti, si, ele/ela, nós, vós, eles/elas) (parte 3)","do vi que para padre antonio vieira a ignorância que tira o merecimento ao amor é não conhecer o que se ama nem ter com o que se ama o adequado cuidado
para padre antonio vieira ignorância tira merecimento amor conhecer adequado contexto strumentos segunda
**Contexto:** strumentos. A segunda ignorância que tira o merecimento ao amor 1 é não conhecer quem ama, a quem ama. Quantas cousas há no mundo muito amadas, que, se as conhecera quem as ama, haviam de ser muito aborrecidas! Graças logo ao engano e não 4 ao am","Infere-se do texto VI que, para Padre Antonio Vieira, a ignorância que tira o merecimento ao amor é não conhecer o que se ama nem ter com o que se ama o adequado cuidado."
4,2,Língua Portuguesa,anotada,Anotada,0.6061,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Ironia,"no vii não obstante o emprego dos substantivos imprevidência irresponsabilidade instabilidade vagabundagem r 12 e 13 sérgio buarque de holanda não atribui conotação negativa à ética da aventura
obstante emprego substantivos imprevidência irresponsabilidade instabilidade vagabundagem sérgio buarque holanda contexto strumentos segunda ignorância tira merecimento
**Contexto:** strumentos. A segunda ignorância que tira o merecimento ao amor 1 é não conhecer quem ama, a quem ama. Quantas cousas há no mundo muito amadas, que, se as conhecera quem as ama, haviam de ser muito aborrecidas! Graças logo ao engano e não 4 ao am","No texto VII, não obstante o emprego dos substantivos “imprevidência, irresponsabilidade, instabilidade, vagabundagem” (R. 12 e 13), Sérgio Buarque de Holanda não atribui conotação negativa à ética da aventura."
4,3,Língua Portuguesa,anotada,Anotada,0.6565,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",I. Introdução: A Arquitetura do Raciocínio – Para Além da Gramática no CACD,"com base nas ideias expressas no viii é correto concluir que na opinião de gilberto freyre uma organização baseada em um sistema de regiões poderia substituir o sistema de estados federados e fortalecer a união nacional embora a proposta de regionalismo contenha o risco do separatismo lamentavelmente desenvolvido pela república por meio do que ele chama de estadualismo r 7
base ideias expressas viii correto concluir opinião gilberto freyre organização contexto strumentos segunda ignorância tira merecimento
**Contexto:** strumentos. A segunda ignorância que tira o merecimento ao amor 1 é não conhecer quem ama, a quem ama. Quantas cousas há no mundo muito amadas, que, se as conhecera quem as ama, haviam de ser muito aborrecidas! Graças logo ao engano e não 4 ao am","Com base nas ideias expressas no texto VIII, é correto concluir que, na opinião de Gilberto Freyre, uma organização baseada em um sistema de regiões poderia substituir o sistema de Estados federados e fortalecer a união nacional, embora a proposta de “regionalismo” contenha o risco do separatismo lamentavelmente desenvolvido pela República por meio do que ele chama de “estadualismo” (R.7)."
4,4,Língua Portuguesa,anotada,Anotada,0.6164,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",1. Descontextualização: O Argumento Deslocado,"no ix o apresenta os seguintes argumentos para justificar o reduzido gosto da maravilha e do mistério r 1 dos cronistas portugueses do século xvi sobre o novo mundo redução da sensibilidade para o exótico causado pela longa prática de navegações e pelo assíduo trato de terras e gentes estranhas consciência das limitações humanas e terrenas da presença de riquezas fabulosas presentes em outras partes do continente realismo desencantado concreto e utilitário
apresenta seguintes argumentos para justificar reduzido gosto maravilha mistério cronistas contexto strumentos segunda ignorância tira merecimento
**Contexto:** strumentos. A segunda ignorância que tira o merecimento ao amor 1 é não conhecer quem ama, a quem ama. Quantas cousas há no mundo muito amadas, que, se as conhecera quem as ama, haviam de ser muito aborrecidas! Graças logo ao engano e não 4 ao am","No texto IX, o autor apresenta os seguintes argumentos para justificar o reduzido “gosto da maravilha e do mistério” (R.1) dos cronistas portugueses do século XVI sobre o Novo Mundo: redução da sensibilidade para o exótico causado pela longa prática de navegações e pelo assíduo trato de terras e gentes estranhas; consciência das limitações humanas e terrenas da presença de riquezas fabulosas presentes em outras partes do continente; realismo desencantado, concreto e utilitário."
5,1,Língua Portuguesa,anotada,Anotada,0.5149,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",7. Tautologia (e Raciocínio Circular): O Argumento que Não Avança,"do que o homem aventureiro é um tipo belicoso contrário à estabilidade à paz à segurança pessoal r 17 e 18 e materialista pois concentra esforços no rápido proveito material r 18 e 19
homem aventureiro tipo belicoso contrário estabilidade segurança pessoal materialista pois contexto inente realismo desencantado concreto utilitário
**Contexto:** inente; realismo desencantado, concreto e utilitário.","Infere-se do texto que o homem aventureiro é um tipo belicoso, contrário “à estabilidade, à paz, à segurança pessoal” (R. 17 e 18), e materialista, pois concentra esforços no “rápido proveito material” (R. 18 e 19)."
5,2,Língua Portuguesa,anotada,Anotada,0.7367,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.3 - Semântica/_Semântica.md,Metáfora,"na variedade culta da língua portuguesa falada ou escrita no brasil além da ocorrência de expressões como podem assinalar-se r 1 em que o pronome aparece em ênclise à forma verbal infinitiva verifica-se a ocorrência de próclise a essa forma verbal podem se assinalar ambas consideradas corretas pela gramática
variedade culta língua portuguesa falada escrita brasil além ocorrência expressões contexto inente realismo desencantado concreto utilitário
**Contexto:** inente; realismo desencantado, concreto e utilitário.","Na variedade culta da língua portuguesa falada ou escrita no Brasil, além da ocorrência de expressões como “podem assinalar-se” (R.1), em que o pronome aparece em ênclise à forma verbal infinitiva, verifica-se a ocorrência de próclise a essa forma verbal — podem se assinalar —, ambas consideradas corretas pela gramática."
5,3,Língua Portuguesa,anotada,Anotada,0.6619,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"o acento indicativo de crase utilizado à linha 17 poderia ser suprimido mantendo-se a correção gramatical e as principais informações do tendo em vista a variação no português do brasil da transitividade do verbo visar com a acepção ter em vista ter como fim ou objetivo
acento indicativo crase utilizado linha poderia suprimido mantendo-se correção gramatical contexto inente realismo desencantado concreto utilitário
**Contexto:** inente; realismo desencantado, concreto e utilitário.","O acento indicativo de crase utilizado à linha 17 poderia ser suprimido, mantendo-se a correção gramatical e as principais informações do texto, tendo em vista a variação, no português do Brasil, da transitividade do verbo visar com a acepção ter em vista, ter como fim ou objetivo."
5,4,Língua Portuguesa,anotada,Anotada,0.4756,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",3. Simplismo (Reducionismo): A Redução da Complexidade (parte 1),"o trecho tanto uma oposição absoluta como uma incompreensão radical r 22 exprime uma relação de proporcionalidade entre uma oposição absoluta e uma incompreensão radical
trecho tanto oposição absoluta como incompreensão radical exprime relação proporcionalidade contexto inente realismo desencantado concreto utilitário
**Contexto:** inente; realismo desencantado, concreto e utilitário.",O trecho “tanto uma oposição absoluta como uma incompreensão radical” (R.22) exprime uma relação de proporcionalidade entre “uma oposição absoluta” e “uma incompreensão radical”.
6,1,Língua Portuguesa,candidata,Candidata,0.4499,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,Adjetivos: Adjunto Adnominal vs. Predicativo,"as formas verbais tivessem amortecido r 6 e 7 e absorvesse r 8 remetem respectivamente às fases final e inicial dos eventos que exprimem
formas verbais tivessem amortecido absorvesse remetem respectivamente fases final inicial","As formas verbais “tivessem amortecido” (R. 6 e 7) e “absorvesse” (R.8) remetem, respectivamente, às fases final e inicial dos eventos que exprimem."
6,2,Língua Portuguesa,candidata,Candidata,0.4095,"01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.1 - Sistema gráfico (ortografia, acentuação, pontuação, legibilidade)/_Sistema gráfico (ortografia, acentuação, pontuação, legibilidade).md",Proparoxítonas,"a expressão porventura indica que o trecho por uma noção mais nítida porventura das limitações humanas e terrenas r 14 e 15 tem sentido hipotético
expressão porventura indica trecho noção mais nítida limitações humanas terrenas","A expressão “porventura” indica que o trecho “por uma noção mais nítida, porventura, das limitações humanas e terrenas” (R. 14 e 15) tem sentido hipotético."
6,3,Língua Portuguesa,anotada,Anotada,0.5276,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.4 - Vocabulário/_Vocabulário.md,Introdução: O Poder do Vocabulário na Escrita de Excelência,"nas linhas 9 e 10 é que caracteriza-se como expressão expletiva empregada para realçar o conteúdo não os inquietam aqui os extraordinários portentos nem a esperança deles r 10 e 11
linhas caracteriza-se como expressão expletiva empregada para realçar conteúdo inquietam","Nas linhas 9 e 10, “é que” caracteriza-se como expressão expletiva, empregada para realçar o conteúdo “não os inquietam, aqui, os extraordinários portentos, nem a esperança deles” (R. 10 e 11)."
6,4,Língua Portuguesa,candidata,Candidata,0.4471,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,3. Principais Desvios e Regras de Emprego,"o advérbio melhor r 19 foi empregado pelo para retificar conteúdo já enunciado
advérbio melhor empregado pelo para retificar conteúdo enunciado",O advérbio “melhor” (R.19) foi empregado pelo autor para retificar conteúdo já enunciado.
7,1,Língua Portuguesa,anotada,Anotada,0.6933,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/O Emprego e as Funções Sintáticas dos Pronomes Pessoais na Norma Culta.md,"C) Funções dos Pronomes **Oblíquos Tônicos** (mim, ti, si, ele/ela, nós, vós, eles/elas) (parte 1)","caso o pronome esses r 1 fosse substituído por estes seriam mantidas a correção gramatical do e as principais informações veiculadas pelo mas haveria maior distanciamento do com relação aos tanques em que floresciam as diferentes culturas r 2
caso pronome esses fosse substituído estes seriam mantidas correção gramatical contexto facilidade comunicações acabou tanques
**Contexto:** A facilidade de comunicações acabou com esses 1 tanques em que floresciam as diferentes culturas. Quando antes se olhava o mapa-múndi e via-se cada país de um colorido diferente, podia-se tomar isso ao pé da letra. É verdade que o 4 mundo continu","Caso o pronome “esses” (R.1) fosse substituído por estes, seriam mantidas a correção gramatical do período e as principais informações veiculadas pelo texto, mas haveria maior distanciamento do autor com relação aos “tanques em que floresciam as diferentes culturas” (R.2)."
7,2,Língua Portuguesa,anotada,Anotada,0.7024,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Foco Preditivo e Dicas de Estudo,"as expressões tomar isso ao pé da letra r 4 e colcha de retalhos r 5 são exemplos da função denotativa da linguagem
expressões tomar isso letra colcha retalhos exemplos função denotativa linguagem contexto facilidade comunicações acabou esses tanques
**Contexto:** A facilidade de comunicações acabou com esses 1 tanques em que floresciam as diferentes culturas. Quando antes se olhava o mapa-múndi e via-se cada país de um colorido diferente, podia-se tomar isso ao pé da letra. É verdade que o 4 mundo continu",As expressões “tomar isso ao pé da letra” (R.4) e “colcha de retalhos” (R.5) são exemplos da função denotativa da linguagem.
7,3,Língua Portuguesa,anotada,Anotada,0.6990,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.2 - Conhecimentos de linguística, literatura e estilística/_Conhecimentos de linguística, literatura e estilística.md",Abordagem no CACD: Análise de Textos e Produção Escrita,"a locução pronominal cada um r 7 poderia ser substituída por cada uma para a correção gramatical e para a coerência do desde que padronizados e universalizados r 9 fossem flexionados no gênero feminino
locução pronominal cada poderia substituída para correção gramatical coerência desde contexto facilidade comunicações acabou esses tanques
**Contexto:** A facilidade de comunicações acabou com esses 1 tanques em que floresciam as diferentes culturas. Quando antes se olhava o mapa-múndi e via-se cada país de um colorido diferente, podia-se tomar isso ao pé da letra. É verdade que o 4 mundo continu","A locução pronominal “cada um” (R.7) poderia ser substituída por cada uma, sem prejuízo para a correção gramatical e para a coerência do texto, desde que “padronizados” e “universalizados” (R.9) fossem flexionados no gênero feminino."
7,4,Língua Portuguesa,anotada,Anotada,0.6335,"01 - LÍNGUA PORTUGUESA/02 - Leitura e produção de textos/2.3.1 - Defeitos de conteúdo (descontextualização, simplismo, etc.)/_Defeitos de conteúdo (descontextualização, simplismo, etc.).md",Exercício 3: Globalização e Identidade Cultural,"nas referências a sindbad e marco polo r 11 ativa-se o mecanismo da intertextualidade para a construção da coerência do espaço livre
referências sindbad marco polo ativa-se mecanismo intertextualidade para construção coerência contexto facilidade comunicações acabou esses tanques
**Contexto:** A facilidade de comunicações acabou com esses 1 tanques em que floresciam as diferentes culturas. Quando antes se olhava o mapa-múndi e via-se cada país de um colorido diferente, podia-se tomar isso ao pé da letra. É verdade que o 4 mundo continu","Nas referências a “Sindbad” e “Marco Polo” (R.11), ativa-se o mecanismo da intertextualidade para a construção da coerência do texto. Espaço livre"
8,1,Língua Portuguesa,anotada,Anotada,0.6661,01 - LÍNGUA PORTUGUESA/01 - Domínio da modalidade culta/1.2 - Morfossintaxe/_Morfossintaxe.md,Questões de Autoavaliação,"de acordo com o além do exercício da direção do poder político à classe proprietária cabia dinamizar a economia relegando à sombra a classe sustentada pelo tráfico
acordo além exercício direção poder político classe proprietária cabia dinamizar contexto meados século trafica adquire
**Contexto:** o XI Até meados do século XIX, a classe que trafica 1 adquire bens para convertê-los em lucro e benefício. Daí em diante, ela será outra. Um traço para distinguir as duas fases já foi lembrado: o despertar do entorpecimento que lhe causava 4 a pr","De acordo com o texto, além do exercício da direção do poder político, à classe proprietária cabia dinamizar a economia, relegando à sombra a classe sustentada pelo tráfico."
